consumidor_id	estrategia	converteu
3058	estrategia_a	0
3063	estrategia_b	1
3064	estrategia_b	0
3070	estrategia_a	0
3071	estrategia_a	1
3072	estrategia_b	0
3085	estrategia_a	0
3092	estrategia_b	0
3094	estrategia_a	1
3100	estrategia_b	1
3102	estrategia_b	1
3106	estrategia_a	0
3107	estrategia_b	1
3108	estrategia_a	0
3110	estrategia_a	0
3112	estrategia_a	0
3115	estrategia_a	1
3117	estrategia_b	1
3119	estrategia_b	0
3123	estrategia_b	1
3124	estrategia_b	0
3128	estrategia_a	0
3129	estrategia_a	0
3131	estrategia_b	0
3133	estrategia_a	0
3134	estrategia_a	0
3135	estrategia_a	0
3137	estrategia_a	1
3139	estrategia_a	1
3141	estrategia_a	0
3144	estrategia_b	0
3145	estrategia_b	0
3146	estrategia_a	1
3149	estrategia_b	0
3151	estrategia_b	1
3160	estrategia_b	0
3161	estrategia_a	0
3162	estrategia_a	0
3163	estrategia_a	1
3165	estrategia_b	0
3166	estrategia_b	1
3169	estrategia_b	1
3171	estrategia_a	0
3172	estrategia_a	0
3174	estrategia_b	0
3176	estrategia_a	0
3177	estrategia_b	1
3178	estrategia_b	1
3179	estrategia_b	0
3181	estrategia_a	0
3183	estrategia_b	0
3188	estrategia_b	1
3189	estrategia_a	0
3190	estrategia_a	0
3198	estrategia_b	0
3199	estrategia_a	0
3200	estrategia_a	0
3203	estrategia_a	0
3204	estrategia_b	0
3208	estrategia_a	1
3209	estrategia_b	0
3210	estrategia_b	1
3211	estrategia_b	1
3214	estrategia_b	0
3217	estrategia_a	0
3218	estrategia_a	1
3219	estrategia_a	1
3228	estrategia_a	1
3235	estrategia_b	0
3236	estrategia_a	0
3241	estrategia_a	0
3242	estrategia_a	0
3246	estrategia_a	1
3247	estrategia_a	0
3252	estrategia_b	1
3254	estrategia_a	0
3259	estrategia_b	0
3261	estrategia_a	0
3262	estrategia_a	0
3263	estrategia_a	0
3268	estrategia_a	0
3271	estrategia_a	1
3272	estrategia_a	1
3273	estrategia_b	0
3276	estrategia_b	0
3277	estrategia_a	0
3279	estrategia_a	0
3287	estrategia_b	0
3292	estrategia_b	0
3296	estrategia_b	1
3300	estrategia_a	0
3304	estrategia_a	0
3307	estrategia_b	1
3308	estrategia_b	1
3309	estrategia_a	0
3312	estrategia_b	0
3314	estrategia_b	0
3315	estrategia_b	0
3319	estrategia_a	0
3320	estrategia_b	1
3322	estrategia_a	1
3324	estrategia_b	1
3325	estrategia_a	1
3328	estrategia_a	1
3332	estrategia_b	0
3335	estrategia_b	0
3337	estrategia_b	0
3338	estrategia_b	0
3340	estrategia_b	1
3346	estrategia_b	1
3350	estrategia_a	0
3351	estrategia_a	1
3352	estrategia_a	0
3354	estrategia_b	1
3355	estrategia_a	0
3357	estrategia_a	0
3359	estrategia_a	0
3360	estrategia_b	1
3364	estrategia_a	0
3366	estrategia_a	0
3368	estrategia_a	0
3374	estrategia_a	0
3378	estrategia_b	0
3381	estrategia_a	0
3385	estrategia_a	1
3387	estrategia_a	0
3388	estrategia_b	1
3390	estrategia_b	1
3392	estrategia_b	0
3396	estrategia_b	1
3397	estrategia_a	1
3401	estrategia_b	0
3407	estrategia_b	0
3409	estrategia_a	1
3411	estrategia_a	0
3414	estrategia_a	1
3415	estrategia_a	0
3417	estrategia_b	0
3419	estrategia_b	0
3420	estrategia_a	0
3421	estrategia_b	0
3423	estrategia_a	1
3429	estrategia_a	0
3432	estrategia_a	0
3436	estrategia_b	1
3438	estrategia_a	0
3439	estrategia_b	0
3441	estrategia_a	1
3442	estrategia_b	0
3447	estrategia_a	0
3450	estrategia_a	1
3455	estrategia_b	0
3463	estrategia_b	1
3466	estrategia_a	0
3467	estrategia_b	0
3470	estrategia_b	0
3471	estrategia_a	1
3473	estrategia_a	0
3474	estrategia_a	1
3475	estrategia_a	0
3476	estrategia_a	0
3477	estrategia_a	0
3479	estrategia_b	0
3481	estrategia_b	0
3486	estrategia_a	0
3489	estrategia_a	1
3493	estrategia_a	1
3494	estrategia_a	1
3496	estrategia_b	1
3497	estrategia_a	0
3498	estrategia_b	0
3499	estrategia_a	0
3500	estrategia_a	0
3508	estrategia_a	1
3512	estrategia_a	1
3516	estrategia_a	1
3518	estrategia_a	0
3524	estrategia_a	0
3531	estrategia_b	1
3533	estrategia_b	0
3534	estrategia_b	0
3535	estrategia_b	1
3537	estrategia_a	1
3538	estrategia_b	0
3543	estrategia_b	0
3549	estrategia_b	0
3551	estrategia_b	0
3553	estrategia_b	0
3559	estrategia_a	0
3563	estrategia_b	0
3565	estrategia_a	1
3566	estrategia_b	0
3567	estrategia_b	0
3570	estrategia_b	0
3574	estrategia_a	1
3578	estrategia_a	0
3579	estrategia_b	0
3581	estrategia_a	0
3582	estrategia_b	0
3584	estrategia_a	0
3585	estrategia_b	0
3587	estrategia_b	1
3590	estrategia_b	0
3591	estrategia_a	1
3593	estrategia_a	0
3594	estrategia_a	0
3596	estrategia_b	0
3597	estrategia_b	0
3598	estrategia_b	0
3603	estrategia_b	1
3605	estrategia_b	0
3607	estrategia_b	0
3609	estrategia_a	0
3610	estrategia_a	1
3612	estrategia_b	0
3615	estrategia_a	0
3617	estrategia_b	1
3621	estrategia_a	0
3624	estrategia_a	0
3631	estrategia_b	0
3632	estrategia_a	1
3633	estrategia_a	0
3635	estrategia_b	1
3636	estrategia_a	1
3639	estrategia_a	0
3643	estrategia_b	0
3647	estrategia_a	0
3653	estrategia_a	0
3655	estrategia_b	0
3657	estrategia_b	0
3660	estrategia_b	0
3662	estrategia_a	0
3663	estrategia_b	0
3665	estrategia_b	0
3666	estrategia_b	0
3670	estrategia_b	0
3671	estrategia_b	1
3672	estrategia_a	0
3675	estrategia_a	0
3682	estrategia_b	0
3683	estrategia_a	1
3690	estrategia_a	0
3694	estrategia_a	1
3698	estrategia_a	0
3699	estrategia_a	0
3700	estrategia_a	1
3701	estrategia_b	1
3704	estrategia_a	0
3706	estrategia_a	0
3712	estrategia_a	1
3719	estrategia_a	0
3722	estrategia_a	0
3724	estrategia_a	0
3734	estrategia_b	1
3735	estrategia_b	1
3738	estrategia_b	1
3742	estrategia_b	0
3745	estrategia_b	1
3750	estrategia_b	0
3753	estrategia_a	0
3756	estrategia_a	1
3757	estrategia_b	1
3759	estrategia_b	1
3760	estrategia_b	1
3763	estrategia_a	1
3764	estrategia_a	0
3765	estrategia_a	1
3770	estrategia_a	0
3774	estrategia_a	1
3778	estrategia_a	0
3779	estrategia_a	0
3780	estrategia_b	0
3781	estrategia_a	0
3784	estrategia_a	0
3787	estrategia_b	1
3793	estrategia_b	0
3794	estrategia_a	0
3795	estrategia_b	1
3798	estrategia_a	1
3799	estrategia_a	0
3800	estrategia_a	0
3804	estrategia_b	0
3805	estrategia_b	0
3808	estrategia_b	1
3810	estrategia_a	0
3812	estrategia_b	1
3815	estrategia_b	0
3818	estrategia_a	1
3821	estrategia_b	0
3822	estrategia_b	1
3824	estrategia_a	0
3826	estrategia_a	0
3828	estrategia_a	1
3830	estrategia_a	0
3835	estrategia_a	0
3836	estrategia_b	1
3838	estrategia_b	0
3840	estrategia_a	0
3842	estrategia_b	1
3843	estrategia_b	0
3846	estrategia_b	0
3847	estrategia_b	0
3848	estrategia_a	1
3850	estrategia_a	1
3851	estrategia_a	0
3852	estrategia_a	1
3853	estrategia_b	1
3854	estrategia_a	0
3860	estrategia_b	1
3869	estrategia_b	1
3871	estrategia_b	1
3873	estrategia_b	1
3876	estrategia_a	0
3878	estrategia_b	0
3884	estrategia_a	0
3886	estrategia_b	0
3887	estrategia_a	0
3890	estrategia_a	1
3891	estrategia_a	1
3894	estrategia_b	1
3898	estrategia_b	1
3900	estrategia_a	0
3901	estrategia_a	0
3903	estrategia_a	0
3904	estrategia_a	1
3907	estrategia_b	0
3908	estrategia_a	1
3913	estrategia_a	1
3915	estrategia_b	0
3918	estrategia_a	0
3919	estrategia_b	0
3920	estrategia_b	0
3923	estrategia_a	0
3926	estrategia_b	1
3929	estrategia_a	0
3932	estrategia_a	0
3936	estrategia_a	0
3937	estrategia_a	1
3938	estrategia_b	1
3940	estrategia_a	1
3944	estrategia_a	0
3945	estrategia_a	0
3946	estrategia_a	0
3948	estrategia_a	1
3949	estrategia_b	0
3950	estrategia_a	1
3955	estrategia_a	0
3956	estrategia_a	0
3958	estrategia_a	0
3959	estrategia_a	0
3962	estrategia_b	0
3969	estrategia_b	0
3970	estrategia_b	1
3976	estrategia_a	1
3977	estrategia_a	0
3978	estrategia_b	0
3981	estrategia_b	1
3985	estrategia_a	0
3988	estrategia_a	0
3992	estrategia_b	0
3993	estrategia_b	1
3994	estrategia_b	0
3995	estrategia_b	0
3996	estrategia_b	1
4001	estrategia_b	0
4003	estrategia_a	1
4004	estrategia_b	1
4006	estrategia_a	0
4015	estrategia_b	1
4016	estrategia_a	0
4020	estrategia_a	1
4025	estrategia_a	1
4027	estrategia_b	1
4029	estrategia_a	0
4031	estrategia_b	0
4037	estrategia_a	0
4038	estrategia_a	1
4042	estrategia_a	0
4047	estrategia_b	0
4049	estrategia_b	1
4050	estrategia_a	1
4054	estrategia_a	0
4055	estrategia_b	1
4056	estrategia_b	1
4058	estrategia_b	1
4059	estrategia_a	0
4061	estrategia_b	0
4063	estrategia_a	1
4064	estrategia_b	1
4067	estrategia_a	0
4071	estrategia_b	1
4079	estrategia_a	0
4082	estrategia_b	1
4086	estrategia_b	0
4088	estrategia_a	1
4093	estrategia_b	1
4096	estrategia_a	1
4097	estrategia_a	0
4101	estrategia_a	0
4105	estrategia_b	1
4110	estrategia_a	0
4114	estrategia_a	1
4115	estrategia_a	0
4116	estrategia_b	0
4118	estrategia_a	0
4119	estrategia_a	0
4130	estrategia_b	1
4132	estrategia_a	0
4134	estrategia_a	0
4135	estrategia_a	1
4136	estrategia_b	0
4142	estrategia_a	0
4144	estrategia_a	0
4146	estrategia_a	0
4148	estrategia_b	0
4154	estrategia_a	0
4156	estrategia_b	0
4158	estrategia_b	0
4161	estrategia_a	0
4166	estrategia_a	0
4167	estrategia_a	0
4171	estrategia_b	1
4172	estrategia_b	0
4175	estrategia_a	1
4176	estrategia_b	1
4177	estrategia_b	0
4182	estrategia_a	0
4183	estrategia_a	1
4184	estrategia_a	0
4187	estrategia_b	1
4189	estrategia_a	0
4191	estrategia_a	0
4194	estrategia_a	1
4202	estrategia_a	1
4205	estrategia_a	0
4207	estrategia_b	1
4208	estrategia_b	1
4210	estrategia_a	0
4218	estrategia_b	0
4223	estrategia_b	1
4224	estrategia_b	1
4226	estrategia_b	1
4232	estrategia_b	0
4234	estrategia_b	0
4236	estrategia_b	1
4238	estrategia_b	1
4244	estrategia_a	0
4246	estrategia_a	0
4248	estrategia_a	0
4249	estrategia_b	1
4251	estrategia_b	1
4252	estrategia_a	0
4253	estrategia_b	1
4257	estrategia_a	1
4260	estrategia_b	1
4263	estrategia_b	1
4267	estrategia_b	0
4274	estrategia_b	1
4276	estrategia_a	0
4278	estrategia_a	0
4281	estrategia_b	0
4282	estrategia_b	1
4283	estrategia_a	0
4284	estrategia_b	1
4285	estrategia_a	0
4287	estrategia_a	0
4289	estrategia_b	1
4294	estrategia_a	1
4296	estrategia_b	0
4299	estrategia_a	1
4300	estrategia_b	0
4302	estrategia_b	0
4305	estrategia_a	1
4309	estrategia_b	1
4311	estrategia_b	1
4316	estrategia_b	1
4321	estrategia_b	0
4324	estrategia_b	1
4327	estrategia_a	0
4328	estrategia_a	1
4331	estrategia_b	1
4334	estrategia_a	0
4338	estrategia_a	0
4341	estrategia_b	0
4343	estrategia_b	1
4346	estrategia_a	1
4349	estrategia_b	0
4353	estrategia_b	0
4356	estrategia_a	0
4358	estrategia_b	0
4360	estrategia_a	0
4361	estrategia_b	0
4364	estrategia_a	1
4366	estrategia_b	1
4371	estrategia_a	1
4372	estrategia_b	0
4374	estrategia_b	0
4383	estrategia_a	0
4384	estrategia_b	0
4387	estrategia_a	0
4391	estrategia_a	0
4392	estrategia_b	0
4393	estrategia_a	1
4396	estrategia_b	0
4397	estrategia_a	1
4398	estrategia_a	0
4399	estrategia_b	0
4400	estrategia_b	0
4401	estrategia_a	0
4403	estrategia_b	1
4404	estrategia_b	0
4406	estrategia_a	1
4407	estrategia_a	1
4409	estrategia_a	0
4411	estrategia_b	1
4413	estrategia_a	0
4415	estrategia_a	1
4416	estrategia_a	0
4420	estrategia_b	0
4421	estrategia_a	0
4423	estrategia_b	0
4431	estrategia_b	0
4432	estrategia_b	1
4438	estrategia_b	0
4442	estrategia_b	1
4443	estrategia_a	0
4444	estrategia_b	0
4447	estrategia_b	0
4448	estrategia_a	1
4455	estrategia_a	0
4457	estrategia_b	1
4462	estrategia_a	0
4463	estrategia_a	0
4464	estrategia_b	0
4466	estrategia_b	0
4471	estrategia_b	0
4472	estrategia_a	1
4474	estrategia_a	0
4475	estrategia_a	0
4476	estrategia_a	1
4479	estrategia_a	0
4481	estrategia_b	1
4482	estrategia_a	0
4485	estrategia_a	0
4487	estrategia_b	1
4488	estrategia_b	0
4489	estrategia_b	0
4491	estrategia_b	0
4492	estrategia_b	1
4498	estrategia_b	1
4500	estrategia_a	0
4503	estrategia_b	1
4504	estrategia_b	0
4506	estrategia_a	0
4507	estrategia_b	0
4508	estrategia_b	1
4511	estrategia_b	0
4512	estrategia_b	0
4515	estrategia_b	1
4524	estrategia_a	0
4526	estrategia_b	0
4527	estrategia_a	1
4532	estrategia_a	0
4535	estrategia_a	0
4540	estrategia_a	1
4541	estrategia_a	0
4546	estrategia_a	0
4548	estrategia_b	1
4551	estrategia_a	0
4554	estrategia_a	0
4555	estrategia_a	0
4557	estrategia_a	0
4558	estrategia_a	1
4560	estrategia_a	1
4568	estrategia_b	1
4571	estrategia_a	0
4575	estrategia_b	1
4576	estrategia_a	0
4577	estrategia_b	1
4583	estrategia_b	0
4586	estrategia_b	1
4589	estrategia_b	1
4590	estrategia_b	1
4591	estrategia_b	0
4592	estrategia_a	1
4597	estrategia_a	0
4599	estrategia_b	1
4601	estrategia_b	0
4603	estrategia_b	0
4604	estrategia_a	0
4605	estrategia_b	1
4608	estrategia_b	0
4609	estrategia_a	0
4614	estrategia_a	0
4615	estrategia_b	0
4620	estrategia_a	0
4622	estrategia_a	0
4627	estrategia_b	0
4629	estrategia_b	0
4631	estrategia_a	0
4632	estrategia_a	0
4636	estrategia_b	1
4637	estrategia_a	0
4642	estrategia_b	1
4643	estrategia_a	0
4646	estrategia_a	0
4648	estrategia_b	1
4650	estrategia_a	1
4652	estrategia_b	1
4658	estrategia_b	0
4659	estrategia_a	1
4660	estrategia_a	0
4663	estrategia_b	1
4665	estrategia_b	0
4667	estrategia_b	1
4668	estrategia_b	0
4671	estrategia_a	0
4672	estrategia_a	0
4675	estrategia_b	1
4676	estrategia_b	0
4682	estrategia_a	0
4683	estrategia_b	1
4690	estrategia_a	0
4691	estrategia_a	0
4692	estrategia_b	0
4698	estrategia_a	0
4700	estrategia_a	0
4706	estrategia_a	0
4710	estrategia_b	0
4714	estrategia_a	0
4715	estrategia_a	0
4718	estrategia_b	1
4719	estrategia_b	0
4722	estrategia_a	1
4724	estrategia_b	1
4726	estrategia_a	0
4727	estrategia_b	0
4728	estrategia_b	1
4730	estrategia_b	0
4731	estrategia_b	0
4735	estrategia_a	1
4738	estrategia_a	0
4739	estrategia_a	1
4740	estrategia_b	0
4742	estrategia_b	0
4743	estrategia_a	0
4747	estrategia_b	1
4748	estrategia_b	1
4754	estrategia_b	0
4762	estrategia_a	0
4765	estrategia_b	1
4766	estrategia_b	0
4772	estrategia_b	1
4774	estrategia_a	0
4775	estrategia_b	0
4777	estrategia_a	0
4779	estrategia_b	0
4780	estrategia_a	1
4781	estrategia_a	0
4783	estrategia_b	1
4784	estrategia_b	1
4785	estrategia_a	0
4792	estrategia_a	0
4796	estrategia_b	1
4806	estrategia_a	1
4807	estrategia_b	1
4808	estrategia_a	0
4809	estrategia_b	0
4810	estrategia_a	0
4813	estrategia_b	1
4814	estrategia_a	1
4817	estrategia_a	1
4818	estrategia_b	1
4819	estrategia_a	0
4821	estrategia_a	0
4822	estrategia_a	1
4826	estrategia_b	1
4831	estrategia_a	0
4837	estrategia_a	0
4839	estrategia_a	0
4841	estrategia_a	1
4842	estrategia_b	1
4843	estrategia_b	0
4846	estrategia_a	1
4847	estrategia_b	0
4848	estrategia_b	0
4851	estrategia_b	1
4854	estrategia_a	0
4859	estrategia_b	1
4861	estrategia_b	0
4862	estrategia_b	1
4864	estrategia_a	1
4865	estrategia_a	1
4868	estrategia_a	0
4869	estrategia_a	1
4870	estrategia_b	0
4871	estrategia_b	0
4872	estrategia_a	1
4878	estrategia_a	0
4879	estrategia_a	0
4881	estrategia_a	0
4882	estrategia_a	0
4885	estrategia_b	1
4886	estrategia_b	0
4888	estrategia_b	1
4890	estrategia_b	0
4894	estrategia_b	0
4899	estrategia_b	0
4908	estrategia_a	1
4909	estrategia_a	1
4911	estrategia_b	1
4912	estrategia_a	1
4914	estrategia_b	1
4922	estrategia_a	1
4928	estrategia_b	1
4931	estrategia_a	0
4933	estrategia_b	1
4938	estrategia_a	1
4939	estrategia_b	1
4943	estrategia_b	1
4944	estrategia_b	0
4949	estrategia_b	1
4955	estrategia_a	1
4956	estrategia_a	1
4963	estrategia_b	0
4967	estrategia_a	0
4969	estrategia_a	1
4971	estrategia_a	0
4974	estrategia_b	1
4977	estrategia_b	0
4978	estrategia_b	1
4979	estrategia_b	0
4980	estrategia_a	0
4982	estrategia_a	0
4983	estrategia_a	1
4990	estrategia_a	0
4992	estrategia_b	0
4995	estrategia_a	1
4996	estrategia_a	0
4998	estrategia_a	0
4999	estrategia_b	0
5000	estrategia_b	0
